name,Total,Used,Available,Date
1,510,513,0,2020/2/6
1,300,328,0,2020/2/6
1,550,559,0,2020/2/6
1,457,457,0,2020/2/6
1,580,580,0,2020/2/6
1,196,196,0,2020/2/6
1,265,271,0,2020/2/6
1,430,460,0,2020/2/6
1,102,102,0,2020/2/6
1,277,271,6,2020/2/6
1,411,405,6,2020/2/6
1,260,243,17,2020/2/6
1,206,201,5,2020/2/6
1,288,223,65,2020/2/6
1,26,23,3,2020/2/6
1,251,251,0,2020/2/6
1,280,269,11,2020/2/6
1,86,86,0,2020/2/6
1,0,0,0,2020/2/6
1,0,0,0,2020/2/6
1,0,0,0,2020/2/6
1,0,0,0,2020/2/6
1,0,0,0,2020/2/6
1,0,0,0,2020/2/6
1,0,0,0,2020/2/6
1,0,0,0,2020/2/6
1,0,0,0,2020/2/6
1,0,0,0,2020/2/6
1,0,0,0,2020/2/6
1,0,0,0,2020/2/6
1,0,0,0,2020/2/6
1,0,0,0,2020/2/6
1,0,0,0,2020/2/6
1,0,0,0,2020/2/6
1,0,0,0,2020/2/6
1,0,0,0,2020/2/6
1,0,0,0,2020/2/6
1,0,0,0,2020/2/6
1,720,700,20,2020/2/5
1,122,119,3,2020/2/5
1,304,339,0,2020/2/5
1,504,520,0,2020/2/5
1,420,420,0,2020/2/5
1,220,229,0,2020/2/5
1,405,550,0,2020/2/5
1,304,310,0,2020/2/5
1,319,321,0,2020/2/5
1,102,140,0,2020/2/5
1,515,515,0,2020/2/5
1,300,322,0,2020/2/5
1,536,536,0,2020/2/5
1,360,360,0,2020/2/5
1,420,420,0,2020/2/5
1,187,187,0,2020/2/5
1,265,265,0,2020/2/5
1,430,460,0,2020/2/5
1,100,100,0,2020/2/5
1,273,273,0,2020/2/5
1,394,394,0,2020/2/5
1,260,257,3,2020/2/5
1,200,200,0,2020/2/5
1,288,232,56,2020/2/5
1,26,22,4,2020/2/5
1,242,208,34,2020/2/5
1,282,284,0,2020/2/5
1,76,76,0,2020/2/5
1,0,0,0,2020/2/5
1,0,0,0,2020/2/5
1,0,0,0,2020/2/5
1,0,0,0,2020/2/5
1,0,0,0,2020/2/5
1,0,0,0,2020/2/5
1,0,0,0,2020/2/5
1,0,0,0,2020/2/5
1,0,0,0,2020/2/5
1,0,0,0,2020/2/5
1,0,0,0,2020/2/5
1,0,0,0,2020/2/5
1,0,0,0,2020/2/5
1,0,0,0,2020/2/5
1,0,0,0,2020/2/5
1,0,0,0,2020/2/5
1,0,0,0,2020/2/5
1,0,0,0,2020/2/5
1,0,0,0,2020/2/5
1,0,0,0,2020/2/5
1,720,674,46,2020/2/4
1,122,125,0,2020/2/4
1,339,391,0,2020/2/4
1,504,523,0,2020/2/4
1,430,395,35,2020/2/4
1,220,225,0,2020/2/4
1,405,480,0,2020/2/4
1,304,304,0,2020/2/4
1,319,327,0,2020/2/4
1,102,133,0,2020/2/4
1,510,525,0,2020/2/4
1,300,314,0,2020/2/4
1,500,363,137,2020/2/4
1,274,274,0,2020/2/4
1,296,296,0,2020/2/4
1,187,187,0,2020/2/4
1,265,251,14,2020/2/4
1,410,420,0,2020/2/4
1,96,96,0,2020/2/4
1,269,269,0,2020/2/4
1,416,416,0,2020/2/4
1,260,257,3,2020/2/4
1,197,196,1,2020/2/4
1,288,234,54,2020/2/4
1,24,25,0,2020/2/4
1,165,155,10,2020/2/4
1,282,282,0,2020/2/4
1,50,45,5,2020/2/4
1,0,0,0,2020/2/4
1,0,0,0,2020/2/4
1,0,0,0,2020/2/4
1,0,0,0,2020/2/4
1,0,0,0,2020/2/4
1,0,0,0,2020/2/4
1,0,0,0,2020/2/4
1,0,0,0,2020/2/4
1,0,0,0,2020/2/4
1,0,0,0,2020/2/4
1,0,0,0,2020/2/4
1,0,0,0,2020/2/4
1,0,0,0,2020/2/4
1,0,0,0,2020/2/4
1,0,0,0,2020/2/4
1,0,0,0,2020/2/4
1,0,0,0,2020/2/4
1,0,0,0,2020/2/4
1,0,0,0,2020/2/4
1,0,0,0,2020/2/4
1,720,688,32,2020/2/3
1,122,119,3,2020/2/3
1,389,435,0,2020/2/3
1,504,520,0,2020/2/3
1,430,427,3,2020/2/3
1,220,233,0,2020/2/3
1,405,480,0,2020/2/3
1,304,305,0,2020/2/3
1,319,323,0,2020/2/3
1,102,132,0,2020/2/3
1,531,531,0,2020/2/3
1,300,318,0,2020/2/3
1,360,340,20,2020/2/3
1,267,267,0,2020/2/3
1,288,288,0,2020/2/3
1,186,186,0,2020/2/3
1,265,265,0,2020/2/3
1,390,406,0,2020/2/3
1,96,96,0,2020/2/3
1,253,253,0,2020/2/3
1,442,442,0,2020/2/3
1,265,256,9,2020/2/3
1,234,188,46,2020/2/3
1,288,262,26,2020/2/3
1,24,24,0,2020/2/3
1,165,165,0,2020/2/3
1,280,280,0,2020/2/3
1,50,50,0,2020/2/3
1,0,0,0,2020/2/3
1,0,0,0,2020/2/3
1,0,0,0,2020/2/3
1,0,0,0,2020/2/3
1,0,0,0,2020/2/3
1,0,0,0,2020/2/3
1,0,0,0,2020/2/3
1,0,0,0,2020/2/3
1,0,0,0,2020/2/3
1,0,0,0,2020/2/3
1,0,0,0,2020/2/3
1,0,0,0,2020/2/3
1,0,0,0,2020/2/3
1,0,0,0,2020/2/3
1,0,0,0,2020/2/3
1,0,0,0,2020/2/3
1,0,0,0,2020/2/3
1,0,0,0,2020/2/3
1,0,0,0,2020/2/3
1,0,0,0,2020/2/3
1,720,658,62,2020/2/2
1,122,119,3,2020/2/2
1,389,422,0,2020/2/2
1,504,520,0,2020/2/2
1,430,424,6,2020/2/2
1,193,196,0,2020/2/2
1,405,502,0,2020/2/2
1,304,304,0,2020/2/2
1,319,343,0,2020/2/2
1,102,103,0,2020/2/2
1,525,525,0,2020/2/2
1,300,316,0,2020/2/2
1,280,271,9,2020/2/2
1,247,247,0,2020/2/2
1,270,270,0,2020/2/2
1,173,173,0,2020/2/2
1,232,232,0,2020/2/2
1,370,384,0,2020/2/2
1,96,96,0,2020/2/2
1,204,204,0,2020/2/2
1,416,416,0,2020/2/2
1,275,268,7,2020/2/2
1,189,172,17,2020/2/2
1,50,25,25,2020/2/2
1,26,24,2,2020/2/2
1,118,118,0,2020/2/2
1,0,0,0,2020/2/2
1,0,0,0,2020/2/2
1,0,0,0,2020/2/2
1,0,0,0,2020/2/2
1,0,0,0,2020/2/2
1,0,0,0,2020/2/2
1,0,0,0,2020/2/2
1,0,0,0,2020/2/2
1,0,0,0,2020/2/2
1,0,0,0,2020/2/2
1,0,0,0,2020/2/2
1,0,0,0,2020/2/2
1,0,0,0,2020/2/2
1,0,0,0,2020/2/2
1,0,0,0,2020/2/2
1,0,0,0,2020/2/2
1,0,0,0,2020/2/2
1,0,0,0,2020/2/2
1,0,0,0,2020/2/2
1,0,0,0,2020/2/2
1,0,0,0,2020/2/2
1,0,0,0,2020/2/2
1,720,620,100,2020/2/1
1,122,114,8,2020/2/1
1,389,431,0,2020/2/1
1,504,520,0,2020/2/1
1,430,418,12,2020/2/1
1,193,195,0,2020/2/1
1,405,496,0,2020/2/1
1,304,307,0,2020/2/1
1,319,357,0,2020/2/1
1,102,110,0,2020/2/1
1,521,535,0,2020/2/1
1,300,315,0,2020/2/1
1,200,194,6,2020/2/1
1,224,224,0,2020/2/1
1,240,235,5,2020/2/1
1,168,168,0,2020/2/1
1,166,166,0,2020/2/1
1,370,370,0,2020/2/1
1,92,79,13,2020/2/1
1,109,95,14,2020/2/1
1,412,412,0,2020/2/1
1,275,275,0,2020/2/1
1,189,172,17,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
1,0,0,0,2020/2/1
